Study_Visit_ID	SeqExome_Cp_10p14	SeqExome_Cp_10q23	SeqExome_Cp_11p15	SeqExome_Cp_11q23	SeqExome_Cp_12p13	SeqExome_Cp_12q21	SeqExome_Cp_13q14	SeqExome_Cp_13q34	SeqExome_Cp_14q23	SeqExome_Cp_15q15	SeqExome_Cp_15q26	SeqExome_Cp_16p12	SeqExome_Cp_16q22	SeqExome_Cp_17p13	SeqExome_Cp_17q23	SeqExome_Cp_18p11	SeqExome_Cp_18q21	SeqExome_Cp_19p13	SeqExome_Cp_19q13	SeqExome_Cp_1p22	SeqExome_Cp_1q21	SeqExome_Cp_20p12	SeqExome_Cp_20q13	SeqExome_Cp_21q21	SeqExome_Cp_21q22	SeqExome_Cp_22q13	SeqExome_Cp_2p23	SeqExome_Cp_2q22	SeqExome_Cp_3p22	SeqExome_Cp_3q21	SeqExome_Cp_4p15	SeqExome_Cp_4q31	SeqExome_Cp_5p15	SeqExome_Cp_5q31	SeqExome_Cp_6p22	SeqExome_Cp_6q25	SeqExome_Cp_7p14	SeqExome_Cp_7q22	SeqExome_Cp_8p22	SeqExome_Cp_8q24	SeqExome_Cp_9p13	SeqExome_Cp_9q33	SeqExome_Cp_BIRCs	SeqExome_Cp_CDKN2C	SeqExome_Cp_CYLD	SeqExome_Cp_FAM46C	SeqExome_Cp_MYC	SeqExome_Cp_RB1	SeqExome_Cp_TP53	SeqExome_Cp_TRAF2	SeqExome_Cp_TRAF3	SeqExome_Cp_UTX	SeqExome_Cp_Xp11	SeqExome_Cp_Xq22	SeqExome_Cp_12p13_20percent	SeqExome_Cp_12p13_50percent	SeqExome_Cp_13q14_20percent	SeqExome_Cp_13q14_50percent	SeqExome_Cp_13q34_20percent	SeqExome_Cp_13q34_50percent	SeqExome_Cp_14q23_20percent	SeqExome_Cp_14q23_50percent	SeqExome_Cp_16q22_20percent	SeqExome_Cp_16q22_50percent	SeqExome_Cp_17p13_20percent	SeqExome_Cp_17p13_50percent	SeqExome_Cp_1p22_20percent	SeqExome_Cp_1p22_50percent	SeqExome_Cp_6q25_20percent	SeqExome_Cp_6q25_50percent	SeqExome_Cp_8p22_20percent	SeqExome_Cp_8p22_50percent	SeqExome_Cp_BIRCs_20percent	SeqExome_Cp_BIRCs_50percent	SeqExome_Cp_CDKN2C_20percent	SeqExome_Cp_CDKN2C_50percent	SeqExome_Cp_CYLD_20percent	SeqExome_Cp_CYLD_50percent	SeqExome_Cp_FAM46C_20percent	SeqExome_Cp_FAM46C_50percent	SeqExome_Cp_RB1_20percent	SeqExome_Cp_RB1_50percent	SeqExome_Cp_TP53_20percent	SeqExome_Cp_TP53_50percent	SeqExome_Cp_TRAF2_20percent	SeqExome_Cp_TRAF2_50percent	SeqExome_Cp_TRAF3_20percent	SeqExome_Cp_TRAF3_50percent	SeqExome_Cp_UTX_20percent	SeqExome_Cp_UTX_50percent	SeqExome_Cp_Xp11_20percent	SeqExome_Cp_Xp11_50percent	SeqExome_Cp_Xq22_20percent	SeqExome_Cp_Xq22_50percent	SeqExome_Cp_10p14_20percent	SeqExome_Cp_10p14_50percent	SeqExome_Cp_10q23_20percent	SeqExome_Cp_10q23_50percent	SeqExome_Cp_11p15_20percent	SeqExome_Cp_11p15_50percent	SeqExome_Cp_11q23_20percent	SeqExome_Cp_11q23_50percent	SeqExome_Cp_12q21_20percent	SeqExome_Cp_12q21_50percent	SeqExome_Cp_15q15_20percent	SeqExome_Cp_15q15_50percent	SeqExome_Cp_15q26_20percent	SeqExome_Cp_15q26_50percent	SeqExome_Cp_16p12_20percent	SeqExome_Cp_16p12_50percent	SeqExome_Cp_17q23_20percent	SeqExome_Cp_17q23_50percent	SeqExome_Cp_18p11_20percent	SeqExome_Cp_18p11_50percent	SeqExome_Cp_18q21_20percent	SeqExome_Cp_18q21_50percent	SeqExome_Cp_19p13_20percent	SeqExome_Cp_19p13_50percent	SeqExome_Cp_19q13_20percent	SeqExome_Cp_19q13_50percent	SeqExome_Cp_1q21_20percent	SeqExome_Cp_1q21_50percent	SeqExome_Cp_20p12_20percent	SeqExome_Cp_20p12_50percent	SeqExome_Cp_20q13_20percent	SeqExome_Cp_20q13_50percent	SeqExome_Cp_21q21_20percent	SeqExome_Cp_21q21_50percent	SeqExome_Cp_21q22_20percent	SeqExome_Cp_21q22_50percent	SeqExome_Cp_22q13_20percent	SeqExome_Cp_22q13_50percent	SeqExome_Cp_2p23_20percent	SeqExome_Cp_2p23_50percent	SeqExome_Cp_2q22_20percent	SeqExome_Cp_2q22_50percent	SeqExome_Cp_3p22_20percent	SeqExome_Cp_3p22_50percent	SeqExome_Cp_3q21_20percent	SeqExome_Cp_3q21_50percent	SeqExome_Cp_4p15_20percent	SeqExome_Cp_4p15_50percent	SeqExome_Cp_4q31_20percent	SeqExome_Cp_4q31_50percent	SeqExome_Cp_5p15_20percent	SeqExome_Cp_5p15_50percent	SeqExome_Cp_5q31_20percent	SeqExome_Cp_5q31_50percent	SeqExome_Cp_6p22_20percent	SeqExome_Cp_6p22_50percent	SeqExome_Cp_7p14_20percent	SeqExome_Cp_7p14_50percent	SeqExome_Cp_7q22_20percent	SeqExome_Cp_7q22_50percent	SeqExome_Cp_8q24_20percent	SeqExome_Cp_8q24_50percent	SeqExome_Cp_9p13_20percent	SeqExome_Cp_9p13_50percent	SeqExome_Cp_9q33_20percent	SeqExome_Cp_9q33_50percent	SeqExome_Cp_MYC_20percent	SeqExome_Cp_MYC_50percent	SeqExome_Cp_Hyperdiploid_Chr_Count	SeqExome_Cp_Hyperdiploid_Call
MMRF_2230_1_BM	-0.018	-0.024	-0.032	-0.029	-0.361	0.014	-0.954	-0.045	-0.308	-0.031	-0.044	-0.038	-0.034	-0.041	-0.039	-0.020	-0.011	-0.042	-0.039	0.002	-0.025	-0.032	-0.042	-0.011	-0.037	-0.046	-0.039	-0.035	-0.033	-0.026	0.005	0.003	-0.013	-0.021	-0.038	-0.024	-0.019	0.004	-0.038	-0.033	-0.014	-0.031	0.010	-0.007	-0.034	-0.022	-0.033	-0.954	-0.041	-0.058	-0.049	-0.983	-0.947	-0.450	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2231_1_BM	-0.008	0.002	0.011	-0.017	-0.007	-0.047	-0.915	-0.867	-0.011	0.006	0.013	0.020	-0.891	0.013	0.013	-0.010	-0.017	0.040	0.034	-0.019	1.227	0.007	0.007	0.029	0.029	0.026	-0.002	-0.018	0.547	0.524	-0.011	-0.032	-0.005	-0.002	-0.001	-0.005	-0.008	0.007	0.534	0.522	0.006	-0.007	-0.017	-0.019	-0.894	-0.016	0.522	-0.907	0.013	0.044	0.014	-0.035	-0.035	-0.055	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0
MMRF_2232_1_BM	-0.053	-0.062	-0.084	-0.069	-0.025	-0.059	-0.067	-0.075	-0.066	0.512	0.495	-0.051	-0.066	-0.075	-0.072	-0.070	-0.068	0.498	0.480	-0.052	0.576	-0.039	-0.993	-0.039	-0.050	0.154	-0.072	-0.053	-0.069	-0.070	-0.043	-0.023	0.488	0.517	-0.020	-0.084	0.351	0.354	-0.489	-0.027	0.512	0.517	-0.043	-0.060	-0.057	-0.045	-0.027	-0.060	-0.075	0.488	-0.073	-1.021	-1.018	-1.046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	5	1
MMRF_2236_1_BM	-0.029	-0.025	0.014	0.018	-0.023	-0.042	-0.034	-0.020	-0.021	0.528	0.522	-0.027	-0.009	0.504	0.529	-0.025	-0.028	0.531	0.503	-0.033	0.011	-0.027	-0.034	-0.037	-0.020	-0.015	-0.015	-0.029	0.086	0.526	-0.039	-0.031	0.916	0.597	0.516	0.507	0.525	0.527	-0.011	-0.008	0.527	0.530	0.001	-0.033	-0.035	0.011	-0.008	-0.034	0.504	0.535	-0.013	-0.050	-0.050	-0.059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	5	1
MMRF_2237_1_BM	-0.049	-0.044	0.514	0.520	-0.046	-0.048	-0.054	-0.038	-0.061	0.895	0.911	-0.060	-0.068	0.500	0.502	-0.067	-0.051	0.919	0.896	-0.048	-0.038	-0.051	-0.044	-0.047	-0.047	-0.035	-0.048	-0.060	0.508	0.504	-0.055	-0.055	0.503	0.500	-0.041	-0.058	0.496	0.510	-0.076	-0.047	0.507	0.507	0.520	-0.054	-0.060	-0.038	-0.047	-0.049	0.500	0.523	-0.037	-1.061	-1.046	-1.075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	7	1
MMRF_2238_1_BM	-0.030	-0.017	0.514	-0.026	-0.025	-0.027	-0.998	-1.002	-0.111	0.542	0.537	-0.017	-0.047	-1.028	-0.020	-0.996	-0.030	0.953	0.547	-0.015	0.554	-0.031	-0.030	0.533	0.533	-0.041	-0.025	-0.033	-0.017	-0.035	-0.029	-0.030	-0.035	-0.029	-0.029	-0.046	-0.030	-0.024	-0.979	-0.033	0.539	0.535	-0.026	-0.013	-0.044	0.554	-0.033	-1.018	-1.028	0.535	-0.040	-1.042	-1.028	-1.022	0	0	1	1	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	4	1
MMRF_2239_1_BM	-0.039	-0.027	0.502	0.513	-0.040	-0.052	-0.048	-0.048	-0.027	0.911	0.918	0.004	-0.024	-0.030	-0.014	-0.046	-0.060	0.553	0.548	-0.060	-0.041	-0.035	-0.026	0.498	0.498	0.586	-0.024	0.432	0.509	0.496	-0.037	0.490	0.485	0.515	0.455	-0.943	0.495	0.506	-0.036	-0.011	0.500	0.546	0.536	-0.038	-0.023	-0.027	-0.011	-0.048	-0.030	0.546	-0.004	-0.094	-0.094	-0.092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	8	1
MMRF_2240_1_BM	-0.017	-0.021	-0.017	-0.022	-0.007	-0.017	-0.022	-0.025	-0.009	-0.026	-0.028	-0.052	-0.067	-0.044	-0.044	-0.012	-0.015	-0.047	-0.066	-0.011	0.560	-0.022	-0.039	-0.033	-0.033	-0.040	-0.015	-0.007	-0.014	-0.022	-0.026	0.000	-0.024	-0.018	-0.020	-0.238	-0.025	-0.016	-0.028	-0.053	-0.038	-0.027	-0.022	-0.037	-0.009	-0.007	-0.053	-0.022	-0.044	-0.070	-0.062	-1.027	-1.027	-1.038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2244_1_BM	-0.020	-0.021	-0.012	-0.032	-0.028	-0.038	-1.017	-0.985	-0.291	0.475	0.475	0.002	0.001	-0.063	-0.063	-0.361	-0.042	0.011	0.006	-0.168	0.021	0.234	0.250	-0.023	-0.023	0.001	-0.037	-0.037	0.053	0.036	0.230	0.231	-0.062	-0.032	0.342	0.333	-0.022	-0.033	-0.814	-0.026	-0.020	0.010	-0.032	-0.019	-0.015	-0.168	-0.026	-1.017	-0.063	0.010	-0.010	-0.627	-0.643	-0.644	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MMRF_2245_1_BM	-0.015	-0.023	-0.006	-0.011	0.000	0.003	-0.741	-0.750	-0.023	0.466	0.468	-0.033	-0.027	-0.032	-0.034	0.469	0.475	0.452	0.450	-0.013	0.508	-0.027	-0.027	-0.019	-0.022	-0.045	-0.021	-0.012	0.444	0.486	-0.006	0.004	0.480	0.467	0.477	0.001	0.479	0.463	-0.010	-0.007	0.467	0.456	-0.011	-1.967	-0.027	-0.011	-0.007	-0.741	-0.032	0.456	-0.030	-0.013	-0.013	-0.013	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	6	1
MMRF_2246_1_BM	0.023	-0.005	0.534	0.531	-0.015	-0.023	-0.007	0.022	0.008	0.551	0.548	0.040	0.050	0.072	0.038	-0.796	-0.803	0.616	0.594	0.003	0.547	0.020	0.065	0.558	0.558	0.082	0.030	0.005	0.525	0.509	0.004	-0.026	0.528	0.537	0.536	0.009	0.009	0.017	0.024	0.537	0.909	0.577	0.531	0.003	0.048	-0.004	0.537	-0.007	0.072	0.577	0.061	-0.812	-0.832	-0.805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	7	1
MMRF_2250_1_BM	-0.024	-0.023	-0.034	-0.024	-1.014	-0.031	-1.026	-1.024	-0.673	-0.016	-0.023	-0.028	-0.026	-0.019	-0.992	-0.033	-0.035	0.567	-0.018	-1.027	-0.022	-0.031	-0.024	-0.029	-0.010	-0.996	-0.026	-0.055	-0.023	-0.032	-0.043	-0.046	-0.030	-0.024	-0.032	-0.064	-0.033	-0.032	-0.037	-0.035	-0.067	0.217	-0.024	-0.310	-0.026	-0.032	-0.035	-1.026	-0.019	0.217	-0.292	-1.041	-1.003	-1.013	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
MMRF_2251_1_BM	-0.028	-0.009	0.020	0.752	-0.017	-0.116	-0.049	0.007	-0.010	0.030	0.028	0.031	0.017	-0.824	-0.868	-0.004	-0.004	0.597	0.064	-0.069	-0.004	0.003	0.014	0.475	0.475	0.063	-0.016	-0.044	0.052	0.008	-0.004	-0.056	-0.049	-0.035	0.002	0.482	-0.002	0.001	0.443	0.461	0.016	0.045	0.674	-0.031	-0.031	-0.017	0.461	-0.049	-0.824	0.095	0.239	0.004	0.004	-0.011	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0
MMRF_2253_1_BM	-0.001	-0.004	-0.002	-0.018	-0.009	-0.044	-0.999	-0.928	-0.122	0.579	0.577	0.018	0.017	0.020	0.021	-0.010	-0.017	0.080	0.044	-0.025	1.016	-0.023	0.017	-0.026	0.009	0.031	0.004	-0.011	-0.002	0.002	-0.019	-0.028	-0.013	-0.017	0.012	-0.012	0.003	-0.002	-0.333	0.271	0.554	0.573	0.004	-0.008	0.006	-0.025	0.271	-0.999	0.020	0.616	-0.075	-1.020	-1.002	-1.020	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	2	1
MMRF_2257_1_BM	-0.051	-0.052	0.202	0.188	-0.058	-0.050	-0.046	-0.101	-0.037	-0.047	-0.055	-0.058	-0.077	-0.085	-0.060	-0.054	-0.050	0.146	0.159	-0.040	-0.062	-0.069	-0.082	-0.044	-0.077	-0.089	-0.065	-0.049	-0.067	-0.051	0.180	0.216	0.195	0.200	-0.053	-0.359	0.210	0.197	-0.059	-0.081	0.398	0.398	0.190	-0.060	-0.078	-0.053	-0.081	-0.046	-0.085	0.398	-0.088	-1.054	-1.057	-1.050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	1	1	1	1	0	0	4	1
MMRF_2258_1_BM	0.016	0.042	0.579	0.606	0.003	-0.059	-0.005	-0.005	0.018	0.944	0.936	0.572	0.585	0.062	0.070	-0.009	0.021	0.986	0.948	-0.065	0.069	0.041	0.064	0.040	0.040	0.083	0.004	-0.025	0.550	0.173	-0.028	-0.019	0.579	0.541	0.052	-0.010	0.030	0.053	-0.066	0.043	0.052	0.608	0.570	-0.022	0.558	-0.016	0.043	-0.005	0.062	0.608	0.072	-0.826	-0.826	-0.820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	5	1
MMRF_2265_1_BM	-0.025	-0.030	-0.018	-0.029	-0.029	-0.035	-0.541	-0.014	-0.859	0.494	0.494	-0.034	-0.031	-0.026	-0.026	0.024	0.017	0.501	0.495	-0.140	0.234	-0.024	-0.515	0.001	-0.006	-0.024	-0.030	-0.022	-0.015	-0.014	-0.025	-0.021	-0.021	-0.028	-0.024	-0.022	0.118	0.115	-0.028	-0.018	0.693	0.289	-0.029	-0.071	-0.025	-0.140	-0.018	-0.551	-0.026	0.276	-0.868	-0.182	-0.182	-0.182	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	3	1
MMRF_2266_1_BM	-0.062	-0.008	-0.049	-0.061	-0.060	-0.076	-1.055	-1.060	-1.053	0.498	0.674	-0.069	-0.073	-0.088	-0.082	-0.082	-0.057	0.510	0.420	-1.029	-0.054	-0.127	-0.069	-0.078	-0.078	-0.075	-0.085	-0.039	0.485	0.494	-0.068	0.200	0.519	0.505	0.885	-1.077	0.506	0.457	-1.052	-0.065	0.517	0.507	-0.061	-0.537	-0.073	-0.069	-0.065	-1.464	-0.088	0.509	-1.053	-1.037	-1.076	-1.093	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	6	1
MMRF_2267_1_BM	-0.031	-0.033	-0.012	-0.043	-0.039	-0.051	-0.045	-0.045	-0.044	0.495	0.486	-0.044	-0.048	-0.048	-0.040	-0.048	-0.048	0.906	-0.052	-0.043	-0.033	-0.071	-0.071	-0.034	-0.044	-0.049	-0.042	-0.058	-0.047	-0.041	-0.051	-0.027	-0.054	-0.040	-0.020	-0.044	-0.038	-0.045	-0.056	-0.057	0.530	0.534	-0.049	-0.034	-0.055	-0.031	-0.057	-0.045	-0.048	0.527	-0.051	-0.043	-0.043	-0.047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	2	1
MMRF_2268_1_BM	-0.026	-0.013	0.040	0.051	-0.019	-0.031	-0.082	-0.043	-0.037	0.140	0.138	0.003	-0.052	0.016	0.006	-0.034	-0.044	0.100	0.085	-0.050	-0.004	-0.003	0.011	0.001	0.001	0.027	-0.009	-0.014	0.054	0.023	-0.005	-0.056	0.031	0.059	0.003	-0.021	0.018	0.000	-0.027	-0.048	0.037	0.091	-0.000	-0.029	-0.018	-0.004	-0.048	-0.082	0.016	0.091	0.028	-1.022	-1.054	-1.030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2269_1_BM	-0.009	0.009	-0.001	-0.015	-0.003	-0.956	0.011	-0.009	0.006	-0.001	-0.008	0.653	-0.017	-0.021	-0.000	0.003	-0.000	-0.026	-0.031	0.036	-0.017	-0.984	-0.013	0.007	-0.025	-0.019	0.006	0.014	-0.012	0.005	0.013	0.015	0.020	0.017	-0.023	-0.985	0.009	0.038	-0.998	0.008	-0.028	-0.011	0.020	-0.008	-0.003	-0.004	0.008	0.011	-0.021	-0.026	-0.026	-0.983	-0.992	-0.971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_2270_1_BM	0.011	-0.008	0.039	0.020	-0.712	-0.969	-0.986	-0.969	0.006	0.015	0.041	0.027	0.054	0.055	0.055	-0.002	-0.013	0.082	0.075	-0.989	0.518	0.004	0.042	0.030	0.030	0.072	0.024	-0.001	0.013	-0.001	-0.986	-0.993	-0.006	-0.017	0.044	-0.029	0.011	-0.021	-0.009	0.053	0.009	0.036	-0.009	-0.931	0.018	-0.957	0.722	-0.986	0.055	0.089	0.031	-1.016	-1.031	-1.021	1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
MMRF_2271_1_BM	0.021	-0.001	-0.002	0.019	0.008	0.023	-0.872	-0.842	-0.845	0.036	0.041	0.029	-0.715	0.061	0.061	0.015	0.025	0.061	0.101	0.013	0.703	0.024	0.057	-0.009	0.070	0.088	0.042	0.005	0.043	0.042	0.051	-0.007	0.004	0.037	0.064	-0.129	0.041	0.040	-0.223	0.016	0.025	0.071	0.019	0.013	-0.812	0.009	0.016	-0.872	0.061	0.148	-0.788	-0.879	-0.879	-0.884	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
