Study_Visit_ID	SeqExome_Cp_10p14	SeqExome_Cp_10q23	SeqExome_Cp_11p15	SeqExome_Cp_11q23	SeqExome_Cp_12p13	SeqExome_Cp_12q21	SeqExome_Cp_13q14	SeqExome_Cp_13q34	SeqExome_Cp_14q23	SeqExome_Cp_15q15	SeqExome_Cp_15q26	SeqExome_Cp_16p12	SeqExome_Cp_16q22	SeqExome_Cp_17p13	SeqExome_Cp_17q23	SeqExome_Cp_18p11	SeqExome_Cp_18q21	SeqExome_Cp_19p13	SeqExome_Cp_19q13	SeqExome_Cp_1p22	SeqExome_Cp_1q21	SeqExome_Cp_20p12	SeqExome_Cp_20q13	SeqExome_Cp_21q21	SeqExome_Cp_21q22	SeqExome_Cp_22q13	SeqExome_Cp_2p23	SeqExome_Cp_2q22	SeqExome_Cp_3p22	SeqExome_Cp_3q21	SeqExome_Cp_4p15	SeqExome_Cp_4q31	SeqExome_Cp_5p15	SeqExome_Cp_5q31	SeqExome_Cp_6p22	SeqExome_Cp_6q25	SeqExome_Cp_7p14	SeqExome_Cp_7q22	SeqExome_Cp_8p22	SeqExome_Cp_8q24	SeqExome_Cp_9p13	SeqExome_Cp_9q33	SeqExome_Cp_BIRCs	SeqExome_Cp_CDKN2C	SeqExome_Cp_CYLD	SeqExome_Cp_FAM46C	SeqExome_Cp_MYC	SeqExome_Cp_RB1	SeqExome_Cp_TP53	SeqExome_Cp_TRAF2	SeqExome_Cp_TRAF3	SeqExome_Cp_UTX	SeqExome_Cp_Xp11	SeqExome_Cp_Xq22	SeqExome_Cp_12p13_20percent	SeqExome_Cp_12p13_50percent	SeqExome_Cp_13q14_20percent	SeqExome_Cp_13q14_50percent	SeqExome_Cp_13q34_20percent	SeqExome_Cp_13q34_50percent	SeqExome_Cp_14q23_20percent	SeqExome_Cp_14q23_50percent	SeqExome_Cp_16q22_20percent	SeqExome_Cp_16q22_50percent	SeqExome_Cp_17p13_20percent	SeqExome_Cp_17p13_50percent	SeqExome_Cp_1p22_20percent	SeqExome_Cp_1p22_50percent	SeqExome_Cp_6q25_20percent	SeqExome_Cp_6q25_50percent	SeqExome_Cp_8p22_20percent	SeqExome_Cp_8p22_50percent	SeqExome_Cp_BIRCs_20percent	SeqExome_Cp_BIRCs_50percent	SeqExome_Cp_CDKN2C_20percent	SeqExome_Cp_CDKN2C_50percent	SeqExome_Cp_CYLD_20percent	SeqExome_Cp_CYLD_50percent	SeqExome_Cp_FAM46C_20percent	SeqExome_Cp_FAM46C_50percent	SeqExome_Cp_RB1_20percent	SeqExome_Cp_RB1_50percent	SeqExome_Cp_TP53_20percent	SeqExome_Cp_TP53_50percent	SeqExome_Cp_TRAF2_20percent	SeqExome_Cp_TRAF2_50percent	SeqExome_Cp_TRAF3_20percent	SeqExome_Cp_TRAF3_50percent	SeqExome_Cp_UTX_20percent	SeqExome_Cp_UTX_50percent	SeqExome_Cp_Xp11_20percent	SeqExome_Cp_Xp11_50percent	SeqExome_Cp_Xq22_20percent	SeqExome_Cp_Xq22_50percent	SeqExome_Cp_10p14_20percent	SeqExome_Cp_10p14_50percent	SeqExome_Cp_10q23_20percent	SeqExome_Cp_10q23_50percent	SeqExome_Cp_11p15_20percent	SeqExome_Cp_11p15_50percent	SeqExome_Cp_11q23_20percent	SeqExome_Cp_11q23_50percent	SeqExome_Cp_12q21_20percent	SeqExome_Cp_12q21_50percent	SeqExome_Cp_15q15_20percent	SeqExome_Cp_15q15_50percent	SeqExome_Cp_15q26_20percent	SeqExome_Cp_15q26_50percent	SeqExome_Cp_16p12_20percent	SeqExome_Cp_16p12_50percent	SeqExome_Cp_17q23_20percent	SeqExome_Cp_17q23_50percent	SeqExome_Cp_18p11_20percent	SeqExome_Cp_18p11_50percent	SeqExome_Cp_18q21_20percent	SeqExome_Cp_18q21_50percent	SeqExome_Cp_19p13_20percent	SeqExome_Cp_19p13_50percent	SeqExome_Cp_19q13_20percent	SeqExome_Cp_19q13_50percent	SeqExome_Cp_1q21_20percent	SeqExome_Cp_1q21_50percent	SeqExome_Cp_20p12_20percent	SeqExome_Cp_20p12_50percent	SeqExome_Cp_20q13_20percent	SeqExome_Cp_20q13_50percent	SeqExome_Cp_21q21_20percent	SeqExome_Cp_21q21_50percent	SeqExome_Cp_21q22_20percent	SeqExome_Cp_21q22_50percent	SeqExome_Cp_22q13_20percent	SeqExome_Cp_22q13_50percent	SeqExome_Cp_2p23_20percent	SeqExome_Cp_2p23_50percent	SeqExome_Cp_2q22_20percent	SeqExome_Cp_2q22_50percent	SeqExome_Cp_3p22_20percent	SeqExome_Cp_3p22_50percent	SeqExome_Cp_3q21_20percent	SeqExome_Cp_3q21_50percent	SeqExome_Cp_4p15_20percent	SeqExome_Cp_4p15_50percent	SeqExome_Cp_4q31_20percent	SeqExome_Cp_4q31_50percent	SeqExome_Cp_5p15_20percent	SeqExome_Cp_5p15_50percent	SeqExome_Cp_5q31_20percent	SeqExome_Cp_5q31_50percent	SeqExome_Cp_6p22_20percent	SeqExome_Cp_6p22_50percent	SeqExome_Cp_7p14_20percent	SeqExome_Cp_7p14_50percent	SeqExome_Cp_7q22_20percent	SeqExome_Cp_7q22_50percent	SeqExome_Cp_8q24_20percent	SeqExome_Cp_8q24_50percent	SeqExome_Cp_9p13_20percent	SeqExome_Cp_9p13_50percent	SeqExome_Cp_9q33_20percent	SeqExome_Cp_9q33_50percent	SeqExome_Cp_MYC_20percent	SeqExome_Cp_MYC_50percent	SeqExome_Cp_Hyperdiploid_Chr_Count	SeqExome_Cp_Hyperdiploid_Call
MMRF_1682_1_BM	-0.029	-0.021	-0.021	-0.022	-0.034	-0.036	-0.027	-0.023	-0.022	-0.012	-0.014	-0.032	-0.015	-0.020	-0.017	0.349	0.354	0.375	0.362	-0.023	-0.003	-0.039	-0.009	-0.038	-0.026	-0.005	-0.008	-0.023	0.320	0.351	-0.038	-0.036	0.641	0.341	0.367	0.353	0.645	0.645	-0.026	-0.013	0.370	0.361	-0.032	-0.027	-0.015	-0.003	-0.013	-0.027	-0.020	0.361	-0.022	-1.040	-1.043	-1.035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	5	1
MMRF_1683_1_BM	-0.008	-0.016	-0.010	-0.008	-0.021	-0.043	-1.003	-0.983	-0.013	-0.008	-0.014	-0.004	-0.005	-0.008	-0.008	-0.010	-0.017	0.006	-0.014	-0.027	0.938	-0.013	-0.006	-0.038	-0.038	0.008	-0.012	0.003	-0.014	-0.019	-0.019	-0.024	-0.020	-0.023	-0.011	-0.024	0.024	0.100	-0.222	-0.015	-0.015	-0.007	-2.493	-0.022	-0.018	-0.087	-0.015	-1.292	-0.008	-0.004	0.006	-1.027	-1.022	-0.991	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_1686_1_BM	0.435	0.425	0.766	0.773	-0.048	-0.049	-0.003	-0.023	-0.026	0.785	0.781	0.006	0.005	-0.013	-0.001	-0.024	-0.037	0.452	0.454	-0.063	-0.005	-0.032	-0.009	0.764	0.801	0.007	-0.017	-0.022	0.437	0.426	-0.018	-0.037	0.414	0.438	-0.006	-0.027	0.432	0.424	0.423	0.435	0.770	0.778	0.742	-0.016	-0.006	-0.022	0.435	-0.003	-0.013	0.782	0.001	-0.046	-0.046	-0.079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	8	1
MMRF_1686_2_BM	0.531	0.531	0.903	0.892	-0.028	-0.019	-0.053	0.002	-0.035	0.926	0.958	-0.002	0.032	0.039	0.030	-0.041	-0.041	0.637	0.624	-0.068	0.013	-0.007	0.020	0.944	0.944	0.051	-0.010	-0.032	0.556	0.515	-0.021	-0.061	0.516	0.516	-0.015	-0.020	0.524	0.539	0.537	0.549	0.922	0.956	0.892	-0.022	0.040	-0.028	0.549	-0.053	0.039	1.038	0.046	0.005	-0.053	-0.033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	8	1
MMRF_1687_1_BM	-0.006	0.009	0.015	0.013	-0.008	-0.011	-0.814	-0.790	-0.789	0.012	0.015	0.009	0.009	0.029	0.029	-0.008	-0.001	0.105	0.054	-0.006	0.018	-0.777	-0.740	0.043	0.064	0.008	0.009	0.007	0.015	0.010	-0.043	-0.045	-0.006	0.012	0.047	-0.007	0.005	0.018	-0.312	-0.230	0.322	0.332	-0.005	0.034	0.009	0.011	-0.230	-0.814	0.029	0.374	-0.789	-1.035	-1.035	-0.993	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0
MMRF_1689_1_BM	-0.029	-0.028	0.004	0.606	-0.033	-0.041	-0.932	-0.960	-0.931	0.935	0.927	-0.026	-0.030	-0.074	-0.041	-0.014	-0.037	0.912	0.451	-0.033	-0.016	-0.054	0.038	-0.034	-0.019	-0.036	0.531	0.520	0.534	0.529	-0.007	0.006	0.499	0.500	0.003	-0.033	0.520	0.521	-0.054	0.489	0.535	0.531	0.608	-0.027	-0.033	-0.016	0.489	-0.932	-0.074	0.488	-0.923	-1.038	-1.040	-1.036	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	6	1
MMRF_1690_1_BM	-0.020	-0.021	0.527	0.535	-0.913	-0.018	-0.042	-0.032	-0.005	0.924	0.937	-0.015	-0.017	0.172	0.154	-0.020	-0.028	0.912	0.882	-0.050	0.067	-0.018	0.546	-0.028	-0.028	0.013	0.191	0.507	0.458	0.524	0.152	0.434	0.859	0.867	-0.008	-0.034	0.861	0.864	-0.048	-0.027	0.234	0.551	0.499	-0.001	-0.017	-0.007	-0.027	-0.042	0.172	0.560	-0.004	-0.133	-0.133	-0.134	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	0	1	1	0	0	7	1
MMRF_1694_1_BM	0.047	0.020	0.035	0.010	-0.889	-0.931	-0.909	-0.916	-0.877	0.037	0.051	0.038	-0.055	0.052	0.057	0.035	0.026	0.064	0.069	-0.916	0.051	0.020	0.052	0.016	0.040	-0.870	0.047	0.030	0.036	0.041	0.032	0.022	0.031	0.033	0.048	0.024	0.022	0.012	-0.000	0.036	0.063	0.036	0.010	0.044	0.007	-0.943	0.036	-0.917	0.052	0.078	-0.966	-0.976	-0.998	-0.977	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_1695_1_BM	-0.050	-0.074	0.307	0.302	-0.048	-0.022	-0.040	-0.069	-0.049	0.282	0.284	-0.081	-0.099	0.256	0.281	0.310	0.313	0.542	-0.098	-0.018	-0.051	-0.075	-0.085	-0.018	-0.066	-0.096	-0.073	-0.064	-0.075	-0.039	-0.049	-0.026	0.294	0.326	0.285	0.308	0.313	0.288	-0.050	-0.057	-0.010	-0.001	0.302	-0.066	-0.086	-0.040	-0.057	-0.022	0.256	-0.051	-0.087	-1.066	-1.034	-1.049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	4	1
MMRF_1698_1_BM	0.018	-0.008	0.533	0.519	-0.025	-0.103	-0.034	-0.017	-0.031	0.580	0.589	0.014	0.021	0.051	0.031	0.014	-0.034	0.603	0.618	-0.085	0.021	0.019	0.020	0.529	0.587	0.041	-0.006	-0.004	0.558	0.553	-0.033	-0.063	-0.012	0.008	0.004	0.007	-0.009	-0.001	-0.004	-0.012	0.001	0.011	0.519	0.004	0.032	-0.024	1.049	-0.034	0.051	0.041	0.030	0.001	-0.087	-0.070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	1
MMRF_1700_1_BM	0.000	0.001	0.543	0.632	-0.928	-0.982	-0.802	-0.003	0.003	0.943	0.955	0.009	0.005	0.017	0.005	-0.003	-0.013	0.552	0.560	-0.952	0.024	-0.023	0.015	-0.035	0.010	0.015	-0.898	-0.011	-0.008	0.552	-0.004	-0.020	0.542	0.543	-0.002	-0.005	-0.002	-0.006	-0.009	-0.002	0.558	0.550	0.632	-0.912	-0.003	-0.011	-0.002	-0.802	0.017	0.587	0.019	-0.999	-1.013	-0.060	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	5	1
MMRF_1700_2_BM	-0.070	-0.055	0.428	0.607	-0.887	-0.913	-0.925	-0.027	-0.082	0.147	0.170	-0.036	-0.041	-0.051	-0.046	-0.045	-0.077	0.491	0.400	-0.910	0.396	0.363	0.356	-0.042	-0.042	-0.034	-0.910	-0.113	-0.141	0.430	-0.123	-0.124	0.411	0.405	-0.107	-0.107	-0.092	-0.110	-0.142	-0.032	0.442	0.452	0.518	-0.921	-0.057	-0.079	-0.032	-0.071	-0.051	0.494	0.023	-1.072	-1.094	-0.231	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	4	1
MMRF_1703_1_BM	-0.028	-0.020	0.072	0.058	-0.040	-0.025	-0.037	-0.037	0.008	-0.009	0.018	0.001	-0.086	0.046	0.009	-0.046	-0.043	0.033	0.040	-0.067	-0.003	-0.008	-0.006	-0.023	-0.023	0.019	-0.024	-0.029	-0.004	-0.015	0.061	0.055	-0.029	-0.026	0.052	-0.014	-0.018	-0.022	-0.019	0.002	0.060	0.050	0.058	-0.006	0.001	-0.003	0.002	-0.037	0.046	0.119	0.054	-1.040	-1.048	-1.035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_1705_1_BM	0.006	0.014	0.021	0.015	0.006	-0.007	-0.000	0.005	-0.676	0.007	0.011	0.008	0.029	0.042	0.019	-0.002	-0.000	0.523	0.523	-0.090	0.001	0.033	0.023	0.463	0.509	0.043	0.016	0.007	0.019	0.010	-0.002	-0.010	0.003	0.004	0.004	0.016	0.017	-0.004	0.029	0.044	0.012	0.006	-0.017	0.006	0.020	0.001	0.044	-0.000	0.042	0.055	-0.673	-1.015	-1.015	-1.026	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
MMRF_1706_1_BM	0.016	0.020	0.036	0.080	0.021	0.008	0.017	-0.012	0.013	0.423	0.442	0.013	0.021	0.014	0.015	-0.010	0.014	0.438	0.434	0.033	0.119	-0.011	-0.001	-0.118	0.006	0.020	0.044	0.021	0.435	0.444	0.040	0.019	0.394	0.373	0.408	0.269	0.009	0.042	0.030	0.024	0.430	0.445	0.064	0.010	0.021	0.040	0.024	0.017	0.014	0.453	0.011	-0.016	-0.030	-0.031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	5	1
MMRF_1710_1_BM	0.040	0.002	0.003	0.034	0.041	0.101	-0.469	-0.513	-0.538	-0.022	-0.053	-0.055	-0.050	-0.583	-0.528	0.044	0.028	0.014	-0.036	0.092	-0.064	0.012	-0.057	0.065	0.033	-0.044	0.015	0.027	-0.045	-0.066	0.031	0.065	0.037	-0.013	-0.047	0.034	0.014	0.050	0.017	-0.001	-0.046	0.336	0.145	0.001	-0.023	-0.027	-0.001	-0.469	-0.583	0.440	-0.982	0.008	0.008	-0.015	0	0	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
MMRF_1713_1_BM	-0.013	-0.011	0.968	0.565	0.003	-0.030	-0.948	-0.930	0.006	0.969	0.973	0.005	0.007	0.021	0.012	-0.006	-0.002	0.592	0.576	-0.819	0.028	0.008	0.002	0.562	0.585	0.019	-0.001	-0.004	0.564	0.557	-0.008	-0.008	0.966	0.959	-0.005	-0.933	0.555	0.549	0.010	-0.000	0.565	0.579	0.557	0.012	0.005	-0.767	-0.000	-0.939	0.021	0.600	0.006	-0.919	-0.928	-0.923	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	8	1
MMRF_1714_1_BM	-0.002	0.014	-0.008	0.014	0.019	0.014	-0.964	-0.971	0.033	0.580	0.565	-0.012	-0.004	-0.014	-0.001	-0.002	0.001	0.561	0.550	0.015	-0.000	0.018	-0.013	0.002	-0.005	-0.005	-0.005	0.003	0.567	0.556	-0.002	0.010	0.579	0.581	0.003	0.001	0.580	0.581	-0.011	0.008	0.577	0.576	0.014	-0.002	-0.011	-0.000	0.008	-0.964	-0.014	0.561	0.001	-1.008	-0.975	-0.983	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	0	0	6	1
MMRF_1715_1_BM	-0.041	-0.024	-0.024	-0.028	-0.020	-0.015	-1.003	-0.840	-0.928	-0.031	-0.043	-0.776	-1.030	-0.062	-0.047	-0.030	-0.019	0.492	-0.064	-0.880	0.942	-0.045	-0.042	-0.036	-0.036	-0.064	-0.031	-0.034	-0.047	-0.047	-0.028	-0.018	-0.042	-0.026	-0.033	-0.043	-0.037	-0.016	-0.696	-0.025	-0.034	-0.030	-0.028	-0.042	-1.028	-1.000	-0.025	-1.011	-0.062	-0.080	-0.044	-0.900	-0.900	-0.874	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_1716_1_BM	-0.068	-0.079	0.413	0.425	-0.102	-0.094	-0.701	-0.056	-0.076	0.424	0.425	-0.066	-0.044	0.434	0.429	-0.751	-0.686	0.449	0.442	-0.096	0.386	-0.064	-0.046	-0.097	-0.047	-0.036	-0.077	-0.086	0.412	0.409	-0.087	-0.087	0.727	0.736	0.422	0.417	0.403	0.390	-0.092	-0.054	1.034	1.046	0.425	-0.069	-0.044	-0.073	-0.054	-0.710	0.434	1.076	-0.053	-0.114	-0.114	-0.121	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	7	1
MMRF_1717_1_BM	-0.073	-0.049	1.193	1.186	-0.958	-0.065	-0.051	-0.115	-0.054	0.490	0.456	-0.095	-1.000	-0.117	-0.089	-0.058	-0.052	0.447	-0.110	-0.016	-0.065	-0.073	-0.099	-0.064	-0.099	-0.108	-0.061	-0.062	0.457	0.504	0.458	0.520	-0.053	-0.050	-0.051	-0.069	0.490	0.483	-0.961	0.515	-0.058	0.453	1.186	-0.097	-0.984	-0.065	0.515	-0.051	-0.117	0.415	-0.095	-1.088	-1.088	-0.113	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	4	1
MMRF_1718_1_BM	0.001	-0.002	0.291	0.293	-0.001	-0.011	-0.383	-0.376	-0.005	0.283	0.295	-0.015	0.021	-0.012	-0.001	0.014	-0.010	0.311	0.282	-0.007	0.016	0.006	-0.009	-0.023	-0.004	-0.005	-0.002	-0.011	-0.012	-0.005	-0.009	-0.014	0.293	0.293	-0.005	-0.006	-0.005	-0.011	-0.003	-0.011	0.297	0.300	0.293	-0.004	0.021	-0.001	-0.011	-0.383	-0.012	0.317	0.002	-1.020	-1.047	-0.981	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	5	1
MMRF_1719_1_BM	-0.037	-0.043	0.944	0.947	-0.041	-0.041	-0.052	-0.044	-0.042	0.941	0.951	-0.034	-0.031	-0.026	-0.033	-0.040	-0.049	0.545	0.542	-0.054	-0.038	-0.035	-0.029	-0.021	-0.012	-0.019	-0.035	-0.055	-0.011	-0.016	-0.050	-0.051	0.535	0.537	-0.058	-0.029	-0.054	-0.039	-0.038	-0.053	0.547	0.540	0.947	-0.028	-0.034	-0.038	0.511	-0.052	-0.026	0.540	-0.041	-1.068	-1.054	-1.056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	5	1
